,word,candidates
12154,ඇල්ෆා,['ඇල්']
12155,සැරිය,"[' රිය', 'සැරි', '   සැරි', 'රිය']"
12156,ලාදුරු,['දුරු']
12157,කට්ටල,['කට්ට']
12158,යෑමෙන්,"[' මෙන්', 'යෑමෙ', 'මෙන්']"
12159,අමුණා,['අමු']
12160,අඩවි,"['   අඩ', ' අවි', '  අවි', 'අඩ']"
12161,පස්සර,"['   පසර', 'පස්ස']"
12162,අවසන්ව,['අසන්']
12163,දණ්ඩ,['දඩ']
12164,නිවෙස්,"['වෙස්', 'නිවස්', ' වෙස්']"
12165,සෙනෙහසක,['සෙනෙහස']
12166,සංකලනයක්,['සංකලනය']
12167,මැතිවරණයක,['මැතිවරණය']
12168,කොමසාරිස්ගේ,['කොමසාරිස්']
12169,සිද්ධියක,['සිද්ධිය']
12170,බැඳියාවක්,['බැඳියාව']
12171,හානිකරණ,['හානිකර']
12172,මාරුවක්,"['   මාරුව', ' මාරුව', '  මාරුක්', 'රුවක්']"
12173,කැමැති,"['   මැති', ' කැති', ' මැති', '  මැති', 'කැති']"
12174,ආධාරක,"[' ආරක', ' ධාරක', '   ආධාර', 'ආරක', 'ආධාර', '  ධාරක']"
12175,ගෞරවයට,['ගෞරවය']
12176,පරික්ෂණය,['පරික්ෂය']
12177,අල්ප,"['අල්', '   අප', 'අප', '  අප', ' අල්']"
12178,අමුණන,['අමුණ']
12179,වීදිය,"[' වීදි', ' දිය', ' වීය', '  වීය', '   දිය', 'දිවීය', ' දියවී', '   වීදි', '  දිය']"
12180,පන්තු,"['පන්', '   පතු']"
12181,සමයක්,"[' සමය', 'සමක්', 'සමය']"
12182,කරාටේ,['කරා']
12183,මූළු,['මූ']
12184,සහනාධාරයේ,['සහනාධාර']
12185,ආවරණයක්,"[' ආවරණය', 'ආවරණය', 'වරණයක්']"
12186,මනින,['මන']
12187,බහුලතාවයේ,['බහුලතාව']
12188,රක්ෂණය,"['රක්ෂණ', ' රක්ෂණ', 'ක්ෂණය']"
12189,මුරෙ,['මුර']
12190,පතිරණ,"['පතිර', ' පතිරන', ' තිරණ', '  පරණ', ' පරණ']"
12191,ලැබීමක්,['ලැබීම']
12192,සංකේතය,['සංකේත']
12193,හැකිව,"['  හැව', ' කිව', '   හැව', 'හැව', ' හැකි', '  හැකි']"
12194,සාමාගම,['මාගම']
12195,ජාලයක්,['ජාලය']
12196,වරින්,"['වරි', ' වන්', 'වන්']"
12197,අලෝක,['ලෝක']
12198,ඩයෝඩ,['යෝද']
12199,හැඩයේ,['හැඩ']
12200,කාර්යාලයන්,['කාර්යාලය']
12201,ස්ථානගතව,['ස්ථානගත']
12202,නායිකාවන්,['නායිකාව']
12203,දාමයට,['දාමය']
12204,වාර්ෂිකය,['වාර්ෂික']
12205,වැළකී,"[' වැකී', 'වැලකී', ' වැළ', 'වැළ']"
12206,විශේෂය,"[' විෂය', ' ශේෂය', 'විෂය', '  විශේෂ', '   ශේෂය', ' විශේෂ', '  ශේෂය', '   විශේෂ']"
12207,සංරචකය,"['සංරචක', '  සංචරණ']"
12208,ලෙසට,['ලෙස']
12209,සපයයි,['සපය']
12210,නාමයන්,['නාමය']
12211,දෙපාර්තමේන්තුවයි,['දෙපාර්තමේන්තුව']
12212,උදාව,"['උව', '   උදා', ' උව', ' උදා', 'දාව']"
12213,දෙනාට,"[' දෙට', ' නාදෙට', 'දෙනා']"
12214,සමීක්ෂණයට,['සමීක්ෂණය']
12215,විශෝධනය,['ශෝධනය']
12216,මසයේ,['මස']
12217,ආත්ම,"['ආත්', 'ආම']"
12218,අනාගතයක්,['අනාගතය']
12219,උදයංග,['උදයග']
12220,සැමට,"['  මට', ' මට', 'සැම', '   සැට', '   මට']"
12221,සුවය,"[' වය', '  සුව', 'සුව', '   වය']"
12222,සතුට,"['සතු', '   සට', '   තුට']"
12223,ගෝල්,"[' ගල්', 'ගෝ']"
12224,අත්කම්,['අකම්']
12225,විභාගයේ,"['විභාග', '  විභාග', ' භාගයේ']"
12226,දෙමළට,['දෙමළ']
12227,අපහසුතාව,"['අපහසුතා', 'අපහසුව']"
12228,සඟරාව,"['   සගරාව', ' සඟරා', 'සරාව', 'සඟරා', '  සරාව', '  සඟරා']"
12229,කාර්යභාරයකි,['කාර්යභාරය']
12230,සඵලදායී,['ඵලදායී']
12231,සැලසේ,['සැල']
12232,සෝදාපාළුවට,['සෝදාපාළුව']
12233,වැඩට,"['වැට', '   වැඩ', '  වැට', ' වැඩ']"
12234,රාජකාරියකි,['රාජකාරිය']
12235,සංචිතය,['සංචිත']
12236,සමූහයේ,['සමූහ']
12237,මානය,"['මාන', ' නය']"
12238,විධායකයන්,['විධායකය']
12239,සිද්ධි,['සිද්']
12240,චර්යාව”,['චර්යාව']
12241,සම්මානනීය,['සම්මානය']
12242,රාජකාරියට,['රාජකාරිය']
12243,කන්ද,"['කන්', '  කද', ' කන්']"
12244,තන්තුව,['තතුව']
12245,කෙඳි,['කෙ']
12246,තන්තු,"[' තන්', ' තතු', 'තන්', '  තතු']"
12247,කේබල්,['කේල්']
12248,වර්ධනයන්,['වර්ධනය']
12249,දොරට,"['දොර', ' දරට', 'රොදට', ' දොර']"
12250,ගමින්,['මින්']
12251,සැදුම්,['දුම්']
12252,ලේඛනයට,"['ලේඛනය', ' ලේඛනය', 'ලේඛයට']"
12253,පෙරීම,['පෙම']
12254,අගරු,"['ගරු', ' අග', '   අග']"
12255,රාමසාන්,"['රාමසාන්', 'රාමන්']"
12256,ක්ෂණිකව,"['   ක්ෂනිකව', '  ක්ෂනිකව', 'ක්ෂණික']"
12257,තුලිත,['ලිත']
12258,තරංගා,"[' රංගා', 'තරං']"
12259,අකුරැස්ස,['අකුස්ස']
12260,ලාලිත,['ලිත']
12261,මාසිකව,['මාසික']
12262,සංරචකයේ,['සංරචක']
12263,බැඳීමට,"['බැඳීම', 'බැමට', ' බැදීමට', ' බැඳීම']"
12264,සංස්කෘතියට,['සංස්කෘතිය']
12265,සම්මානයක්,['සම්මානය']
12266,මුදලි,['මුද']
12267,වරුණ,"['වරු', ' වරුන', ' වණ', '   වණ']"
12268,යුගල,"['  යුග', '   යුග', 'යුග', ' ගල']"
12269,ගෘහයට,['ගෘහය']
12270,පොතකි,['පොත']
12271,නියත,"['තනිය', '  නිය', '  තනිය', '  යත', ' යත', ' තනිය', '   යත']"
12272,ආයතනයයි,['ආයතනය']
12273,සැපයීමක්,['සැපයීම']
12274,පාදුක්ක,['පාදුක']
12275,ආකර්ෂණයක්,['ආකර්ෂණය']
12276,නිවාඩුව,['වාඩුව']
12277,අංකන,['අංක']
12278,ශක්තිමත්ව,['ශක්තිමත්']
12279,උමං,"['මං', '   මං', 'උම']"
12280,සංශෝධනයක්,['සංශෝධනය']
12281,කවුළුව,"['කුළු', ' කුළු', 'කළුව', '   කළුව']"
12282,ඛණ්ඩයේ,['ඛණ්ඩ']
12283,වශයන්,['වශය']
12284,භාණ්ඩයක,['භාණ්ඩය']
12285,අවස්ථාවය,['අවස්ථාව']
12286,මිතුරු,"['  තුරු', ' මිතු', 'තුරු']"
12287,ගෞරවාදරයට,['ගෞරවාදරය']
12288,සිද්ධස්ථානයක්,['සිද්ධස්ථානය']
12289,දෙව්,"['  දෙ', ' දෙ', '  ෙව්', 'දෙ']"
12290,මැදුර,"['මැර', 'දුර', ' මැර', '   දුර']"
12291,පැලඳ,"[' පැල', 'පැළඳ', 'පැල']"
12292,විනීතා,['විනී']
12293,සනත්,"[' සත්', 'සත්', 'නත්']"
12294,දෙපාර්තමේන්තුව”,['දෙපාර්තමේන්තුව']
12295,සදහන්,"['   සහන්', '  දහන්', ' දහන්', 'සඳහන්', '   සදහ', ' සහන්', '  සඳහන්']"
12296,කපිල,"[' කල', ' පිලක', '   කල', 'පිල', '  කපි']"
12297,සර්වඥ,['සර්ව']
12298,වහන්සේලා,['වහන්සේ']
12299,වැඩම,"['   වැම', 'වැඩ', 'ඩම', ' වැඩ']"
12300,අදියරට,['අදියර']
12301,තරගයේ,"[' තරයේ', '  තරයේ', 'තරඟයේ', ' තරග']"
12302,ලෝකඩ,['ලෝක']
12303,අවුත්,"['අවු', '  අවු', '   වුත්', '  අත්', ' වුත්', '   අත්']"
12304,චූර්ණමය,['චූර්ණය']
12305,දෙකක,"['දෙ', '   දෙකක', ' දෙකක']"
12306,පථයන්,['පථය']
12307,නිලධරයාට,['නිලධරයා']
12308,සාදන,"[' සාද', '  සාද', 'සාද', '   සාද', ' සාන', ' දන']"
12309,ජෙනරල්,['ජනරල්']
12310,සේවාවට,['සේවාව']
12311,‌ලෙස,['ලෙස']
12312,මුදිත,"['මුත', '   දිත']"
12313,තත්පරයට,['තත්පරය']
12314,කාලසීමාවන්,['කාලසීමාව']
12315,ආයතනයීය,['ආයතනය']
12316,සංවත්සරය,['සංවත්සර']
12317,තිළිණ,['තිළි']
12318,නිමල්කා,['නිමල්']
12319,අලංකරණයට,['අලංකරණය']
12320,සාරාංශයන්,['සාරාංශය']
12321,පස්වරුවේ,['පස්වරු']
12322,මයෝ,"['මෝ', '   යෝ']"
12323,ලැබුව,['ලැව']
12324,සායන,"['   සාය', 'යන', '  සාය', ' සාය', ' සාන']"
12325,තීරුවට,"['තීරුව', 'රුවට', ' තීරුව']"
12326,නිමාන,['මාන']
12327,නියැඳි,['නිඳි']
12328,සන්ධාන,['සන්න']
12329,සුහද,"[' සුද', '  හද', ' හද', 'සුහඳ']"
12330,දුර්වලතා,['දුර්වල']
12331,හර,['හර']
12332,යොදන,"['යොද', '  යොන']"
12333,පෙළඹ,['පෙළ']
12334,කරලීය,['කරය']
12335,නියාගම,"['නියාම', 'නිගම']"
12336,ඉටුවේ,['ඉටු']
12337,තලංගම,"[' ලංගම', 'තලගම', 'තංගම']"
12338,දේපළහි,['දේපළ']
12339,විගණනයන්,['විගණනය']
12340,සවාරි,"['සරි', ' වාරි', '   වාරි']"
12341,පරපුරට,['පරපුර']
12342,සිහිවටනයන්,['සිහිවටනය']
12343,පණිවිඩයක්,"[' පණිවිඩය', ' පනිවිඩයක්', '  පණිවිඩය', 'පණිවිඩය']"
12344,සතුටු,"['   තුටු', ' තුටු', 'සතු', '  සතු', '   සටු']"
12345,වෙමි,"[' වමි', 'වෙ', 'වමි', '   වෙ']"
12346,වසනු,['වස']
12347,ඊමේල්,"['මේල්', 'ඊල්']"
12348,ගැනිම,['නිම']
12349,වත්ත,"['  වත', ' තවත්', '  තත්ව', ' වත', 'තත්ව', 'තවත්']"
12350,විගණකාධිපතිවරයාගේ,['විගණකාධිපතිවරයා']
12351,තීරයක්,['තීරය']
12352,බද්දට,['බද්ද']
12353,වෘත්තියට,['වෘත්තිය']
12354,වේල්ස්,['වේල්']
12355,සූරිය,"['සරිය', ' සූරි']"
12356,නියමනය,"['නිමන', '   යමනය']"
12357,මහාධිකරණයක්,['මහාධිකරණය']
12358,සිංහ,"['   සිහ', 'සිං', ' හංසි', '   සිං', 'හංසි', '  සිහ']"
12359,මෙතැන්,['මෙන්']
12360,කිරණ,"[' කිර', '  රණ', ' කිරන', '   කිරන', 'රණ']"
12361,සමීකරණයකි,['සමීකරණය']
12362,හේවිසි,['විසි']
12363,දුලබ,"['දුබල', 'දුල']"
12364,උපරිමව,['උපරිම']
12365,දෛනිකව,['දෛනික']
12366,වේවැල්,"['වේල්', 'වැල්', '   වැල්', ' වේල්']"
12367,උපදේශනය,"['උපදේශන', ' උපදේශය', 'උපදේශය', '   උපදේශන']"
12368,කවුළු,"['කවු', '  කළු', '   කළු', '   කවුලු', 'කළු']"
12369,මණ්ඩලය”,['මණ්ඩලය']
12370,බැංකුවට,['බැංකුව']
12371,සගරාව,['සරාව']
12372,ඒකකයකි,['ඒකකය']
12373,ගනිමි,"[' ගණිමි', 'නිමි']"
12374,ලක්ෂ,"['  ලක්ස', 'ලක්ස', 'ලක්', '  ලක්']"
12375,උරනිය,['උරය']
12376,සුදන්ත,['දන්ත']
12377,උද්ධමන,['උද්ධන']
12378,තොටු,['තො']
12379,කැපවී,"['කැප', ' කැප', 'කැවී']"
12380,බලකායක්,['බලකාය']
12381,අංගයක්,"[' අංගය', '  අගයක්', 'අගයක්']"
12382,හැරීම්,"['   හැරී', ' හැම්', 'හැම්', 'හැරී']"
12383,අගාර,['අර']
12384,බන්ට්,['බන්']
12385,වෙල,"[' වල', 'වල', '   වෙ', ' වලෙ', 'වෙළ']"
12386,බොරලු,"['  බොරළු', ' බොරළු', 'බොර']"
12387,අතුරා,"['  තුරා', '   අරා', ' තුරා', ' අතු', '  අතු', 'අරා', ' අරා']"
12388,නොකඩවා,['නොකඩ']
12389,කෝප්,"['කෝ', ' කප්', '   කප්']"
12390,දැරීය,"[' දැරී', 'දැය']"
12391,දර්ශකය,"[' දර්ශය', '   දර්ශය', '  දර්ශක', ' දශකය', 'දශකය', 'දර්ශක', '   දර්ශක']"
12392,සැලැස්වීම,['සැලැස්ම']
12393,පනතකි,['පනත']
12394,වලදී,"[' වල', ' ලදී', '   ලදී', '   වල', '  වල', 'වදී']"
12395,දිනින්,"['දිනි', '   දින්']"
12396,වර්ධකය,"[' වර්ධය', 'වර්ධක']"
12397,අභාවිත,['භාවිත']
12398,සිසිලි,['සිසි']
12399,දාහක,['හක']
12400,මූලාරම්භයන්,['මූලාරම්භය']
12401,රසංග,['රංග']
12402,සැලකේ,"['සැල', ' සැකේ', '   සැල', 'සැළකේ', '  සැල']"
12403,ස්ථාපිතව,['ස්ථාපිත']
12404,කුඹුක්,['කුඹු']
12405,පරිමාණය,"['පරිණය', 'පරිමාණ']"
12406,වට්ටම්,['වට්ට']
12407,නිශාන්ත,"['ශාන්ත', ' නිශාන්']"
12408,නිවේදනයක්,['නිවේදනය']
12409,සංගණනයට,['සංගණනය']
12410,අයිරාව,"['අයිරා', 'අරාව', ' අරාව']"
12411,නුවණ,"['  නිවන', '   වණ', '   වන', '  වණ', 'වණ', ' වණ', '  නවන', ' නුවන']"
12412,යූත්,['යූ']
12413,උදානය,"['උදාන', 'දානය', '   උදාන', ' දානය']"
12414,අත්සන,['අසන']
12415,ආරක්ෂාවට,"['ආරක්ෂාව', ' ආරක්ෂාව', 'රක්ෂාවට']"
12416,අභිමානයට,['අභිමානය']
12417,කිතුනු,"['කිතුණු', 'කිතු', '   කිතු', ' කිතුණු', '   තුනු', '  කිතු']"
12418,කාන්තාව”,['කාන්තාව']
12419,කිරම,"['කිම', 'රම', ' කිර']"
12420,යැවෙන,['වෙන']
12421,සුදසුන,['දන']
12422,ඇපකරයක්,['ඇපකරය']
12423,බැටරි,"['   බැරි', ' බැරි', 'බැට']"
12424,මාධව,"['මාව', 'ධව']"
12425,පොලියක්,"[' පලියක්', 'පොළියක්', ' පොලිය', 'පොලිය']"
12426,එළඹිය,['එළය']
12427,වතාවක,['වතාව']
12428,‌ලේකම්,['ලේකම්']
12429,තැඹිලි,"[' තැබිලි', 'තැලි']"
12430,ගොඩනැගිල්ලක,['ගොඩනැගිල්ල']
12431,නජිද,['නද']
12432,ලිපිනයට,"['ලිපිනය', '   ලිපිනය', '  ලිපිනය', ' ලිපියට', 'ලිපියට']"
12433,දීගොඩ,['ගොඩ']
12434,ජාවාරමට,['ජාවාරම']
12435,මෙතනයි,['මෙතන']
12436,ආධාරයක්,['ආධාරය']
12437,සේවිකාවන්,['සේවිකාව']
12438,පරතරයන්,['පරතරය']
12439,නිෂ්පාදිතයට,['නිෂ්පාදිතය']
12440,සන්ධානය,"['සන්ධාන', 'සන්නය', ' සන්ධාන']"
12441,අනගාරික,['අගාරික']
12442,ජෛවීය,['ජෛවී']
12443,ලක්වී,['ලක්']
12444,තුරන්,"[' තුර', 'රන්', ' තුන්', '   රන්', '  තුන්', '  රන්']"
12445,වටපිටාවක්,['වටපිටාව']
12446,පන්නල,['පන්න']
12447,විදුහලේ,"['විදුලිය', '  වදුලේ']"
12448,රන්ජන්,"['   රජ', ' රජ', '  රජ', 'රන්ජන්']"
12449,පෞද්ගලිකව,['පෞද්ගලික']
12450,තාල,"['තාල', '  ලතා', 'ලතා']"
12451,පලවා,"[' පළවා', '  ලවා', '  පල', ' ලවා', '   පවා', 'පවා', ' පවා', '   ලවා', '   පල', ' පල']"
12452,දුරස්,"['   දුර', 'දුර', 'රස්']"
12453,බැහැරට,['බැහැර']
12454,අභිමානය,"['අභිනය', ' අභිමාන']"
12455,අයදුම්පතට,['අයදුම්පත']
12456,අනුරූපව,['අනුරූප']
12457,ආදර්ශයක්,"['ආදර්ශය', ' ආදර්ශය', 'දර්ශයක්']"
12458,වර්ගීකරණයට,['වර්ගීකරණය']
12459,ඉවුර,['ඉර']
12460,අන්තර්ගතව,['අන්තර්ගත']
12461,විශාලන,['විශාල']
12462,විජිත,"[' ජිවිත', '  විත', '  ජිවිත', '  ජිත', ' විත', 'ජිත']"
12463,යුද්ධයක,['යුද්ධය']
12464,සාමයත්,['සාමය']
12465,තරුණියන්,['තරුණිය']
12466,සෝදා,"['සදා', '  සදා', ' සෝ']"
12467,නයනා,['නය']
12468,බලධාරින්,['බලධාරි']
12469,සමාන්තරව,['සමාන්තර']
12470,පරාග,"['පරා', '   රාග']"
12471,වගුවල,"['ගුල', '   වගුව']"
12472,ගුරුගේ,['ගුරු']
12473,පැවත,"['පැත', 'වත', ' වත']"
12474,එමින්,"[' එමි', ' එන්', 'මින්']"
12475,හැඩැති,['හැති']
12476,ශාලිකා,['ශාලි']
12477,ආසන්නව,['ආසන්න']
12478,මුදුනේ,"['මුදු', '  මුනේ', ' මුදු', ' දුනේ', ' මුනේ', '   මුදු']"
12479,ජලයේ,"[' ජයේ', '   ජයේ', 'ජල', 'ලයේ', '   ජල', '  ජල']"
12480,ලැබූව,['බූව']
12481,අනුකූලතා,['අනුකූල']
12482,ධූරය,"['  ධූර', 'ධරය', 'ධූර']"
12483,අමුණ,"[' අණ', ' අමු', 'අණ', '   අමු', 'මුණ']"
12484,දැමූ,"[' දැම', 'මූ']"
12485,පැහැති,"[' පැති', '  පැහැ', '   පැහැ', ' පැහැ', '  හැති', 'පැති']"
12486,සංරචක,['සංචක']
12487,සම්මානයට,['සම්මානය']
12488,පදියතලාව,['දියතලාව']
12489,සරණයි,"['සරණ', ' සරණ', 'සරයි']"
12490,භාෂාවන්,['භාෂාව']
12491,නිවීමේ,"[' නිවී', 'වීමේ', 'නිවී']"
12492,සජීව,"[' සජී', '  සව', 'ජීව']"
12493,ආදර්ශනය,"[' ආදර්ශය', 'ආදර්ශන', '   දර්ශනය', 'ආදර්ශය', ' දර්ශනය']"
12494,කාර්යමණ්ඩලයක්,['කාර්යමණ්ඩලය']
12495,නිවන,['වන']
12496,ශූරතා,['ශූර']
12497,නිවසට,"[' නිවස', 'වසට', '  නිවස', '  නිවට', ' නිවට']"
12498,හමුවක්,"[' හමුව', 'හමුව', 'මුවක්']"
12499,ශබ්දයන්,['ශබ්දය']
12500,පරිසරයකි,['පරිසරය']
12501,භාරයක්,"['  බාරයක්', ' බාරයක්', ' භාරය', 'භාරය']"
12502,නුදුරු,"['දුරු', '   නුරු']"
12503,කීමද,['මද']
12504,පිසුම්,['සුම්']
12505,උපකරණයක්,"[' උපකරණය', ' උපකරනයක්', 'උපකරණය', '  උපකරණය']"
12506,ඕමන්,['මන්']
12507,පොතට,"['  පොත', ' තොපට', '   පොට', ' පොත', '   පතට', 'පොට', ' පතට']"
12508,දිරියට,['දිරිය']
12509,පරිපාලනයට,['පරිපාලනය']
12510,ටෙන්ඩරයක්,['ටෙන්ඩරය']
12511,නගින,"[' නඟින', ' නගින', 'නන']"
12512,ලේඛනමය,['ලේඛනය']
12513,දිගන,"['   දින', 'ගන', '   දිග', ' දින', ' දිග']"
12514,තැනැත්තා,['තැත්තා']
12515,උද්ගතව,['උද්ගත']
12516,විසදීම,['විසම']
12517,සමාගමක,['සමාගම']
12518,පරම්පරාවන්,['පරම්පරාව']
12519,අනතුර,"['  අතුරන', 'අතුර', ' අතුරන']"
12520,වැඩිම,"['   වැඩි', 'වැඩි', '  වැම']"
12521,පටුනක්,['පටුන']
12522,අගයයි,['අගය']
12523,ධුරයන්,['ධුරය']
12524,හසුන,['හන']
12525,මන්චි,['මන්']
12526,රැයක්,"[' යක්', 'යක්', 'රැය']"
12527,ස්වභාවයක්,['ස්වභාවය']
12528,බේකරි,['කරි']
12529,හෘදයංගමව,['හෘදයංගම']
12530,ආවර්ජිත,['වර්ජිත']
12531,මඩුල්ල,"['මල්ල', '   මල්ල', '  මල්ල', 'මඬුල්ල', ' මඬුල්ල']"
12532,සිවිලිම,['සිලිම']
12533,සාමයට,"[' සාමය', 'සායට', 'සාමය']"
12534,බොක්කු,['බොකු']
12535,චෝදනාවල,['චෝදනාව']
12536,වැටුපක්,['වැටුප']
12537,පාරිතෝෂිකයක්,['පාරිතෝෂිකය']
12538,නියෝගය,"['   නියගය', 'යෝගය']"
12539,යැවිය,['විය']
12540,වැටහීම,"['වැහීම', ' වැටහී', 'වැටම']"
12541,සිරිකමල්,['සිරිකම']
12542,හැත්තෑ,['හැත්']
12543,නුබුන්,['බුන්']
12544,නිදහසට,"['දහසට', 'නිදහස', ' නිදහස']"
12545,ඩීසල්,"['   සල්', 'ඩීල්', '  සල්', ' ඩීල්', 'සල්']"
12546,සිහිනය,"['  සිහිය', ' සිහින', ' සිහිය', 'සිහින']"
12547,සැලකිල්ලක්,['සැලකිල්ල']
12548,දර්ශකයට,['දර්ශකය']
12549,අපචාර,['අපර']
12550,විවේකයේ,['විවේක']
12551,රාජාංගණය,['රාජාංගය']
12552,ටැබ්ලට්ස්,['ටැබ්ලට්']
12553,නඟින,"[' නඟින', ' නගින', 'නන']"
12554,හසිත,"['  හත', 'හත', ' හෂිත', '   සිත', ' සිත']"
12555,පත්ම,['පත්']
12556,ලෙදර්,['ලෙද']
12557,බිනරි,['බිරි']
12558,දෙරට,"['දරට', 'දෙට']"
12559,සමුළු,"['සළු', ' සමු', '   මුළු', '   සමු', ' මුළු', ' සළු', '  සළු', '  මුළු']"
12560,දකුණේ,['දකු']
12561,හූල්,"['හල්', '   හූ']"
12562,ගල්රෝලක්,['ගල්රෝල']
12563,රටාවන්,['රටාව']
12564,ගංගා,"['ගං', 'ගගා', '  ගගා']"
12565,වලවේ,['වල']
12566,කාර්යයට,['කාර්යය']
12567,සංචිතයක්,['සංචිතය']
12568,ගොඩනැගිල්ලට,['ගොඩනැගිල්ල']
12569,සතියට,['සතිය']
12570,විෂයයේ,['විෂය']
12571,රෙගුලාසිය,['රෙගුලාසි']
12572,සෙවණ,['සෙවණ']
12573,විජයබා,['විජය']
12574,යොමුව,['යොමු']
12575,මනාපය,"['   මනාය', 'මනාප']"
12576,සතුටට,"['  සතුටට', 'සතුටට', ' සතු', ' සතුටට']"
12577,නදීර,"['නර', '   දීර', '   නදී']"
12578,නිසංසල,['සංසල']
12579,පදවි,['පද']
12580,ජාතියේ,"[' ජාති', 'තියේ', 'ජාති']"
12581,අවකාශයට,['අවකාශය']
12582,සිසිල්,"[' සිසි', '   සිසි', 'සිසිල්', '  සිසි']"
12583,නිමවා,"['  නිවා', 'නිම', '   නිම', ' මවා', '  මවා', ' නිවා', ' නිම']"
12584,වරදේ,['වර']
12585,ඇතුරුම්,['ඇරුම්']
12586,කර්ම,['කම']
12587,ආසාදනයට,['ආසාදනය']
12588,සජීවන,"['ජීවන', '   සජීව', '   සවන']"
12589,වට්ටෝරුවක්,['වට්ටෝරුව']
12590,කුටියක්,['කුටිය']
12591,මාලාවක්,['මාලාව']
12592,වාසනා,"['වාස', 'සනා', ' වාස', '   සනා']"
12593,හෙක්,['හක්']
12594,ඇල්ලේ,"['ඇලේ', ' ඇල්', 'ඇල්']"
12595,මාලඹේ,"['මාල', ' මාල', ' මාලබේ', 'මාළඹේ']"
12596,තනිකරම,"[' තනිකර', '   තනිකර', '  තනිකර', 'තනිකම', '   තනිකම']"
12597,ගන්නන්,['ගන']
12598,ශේෂයේ,['ශේෂ']
12599,ශාඛාව,['ශාඛා']
12600,තොගයක්,['තොගය']
12601,යුද්ධයට,"[' යුධයට', '  යුද්දයට', ' යුද්ධය', 'යුද්දයට']"
12602,මුදලේ,"['මුද', 'මුලේ']"
12603,ඉතිහාසයක්,['ඉතිහාසය']
12604,දමිත,"['දත', '   මිත']"
12605,මුදලක,['මුදල']
12606,අභියෝගය,['අයෝගය']
12607,මේසයක්,"['මේසය', '  සයක්', '   මේසය']"
12608,විස්තරයක්,"['විස්තරය', 'ස්තරයක්', ' විස්තරය']"
12609,පහළවේ,['පහළ']
12610,අපේක්ෂාවන්,['අපේක්ෂාව']
12611,ආකල්ප,['කල්ප']
12612,වසන්තය,['වසන්ත']
12613,ඇස්තමේන්තුවට,['ඇස්තමේන්තුව']
12614,තෙත්,['තත්']
12615,කාලයන්,['කාලය']
12616,අසංක,"['අංක', 'අංසක', ' අංක']"
12617,සමීක්ෂණයන්,['සමීක්ෂණය']
12618,හරයන්,['හරය']
12619,සලකුණ,"['ලකුණ', ' සකුණ', '   සකුණ', '   සළකුණ']"
12620,පේදුරු,"['පේරු', '  දුරු', ' දුරු', '   දුරු']"
12621,ආරච්චි,['ආච්චි']
12622,අන්බු,['අබු']
12623,බාරදි,['බාර']
12624,කැසට්,['කැස']
12625,සංවාදයක,['සංවාදය']
12626,වට්ටමක්,['වට්ටම']
12627,උසස්ම,"['උසස්', ' උසම']"
12628,කණුමත,['කමත']
12629,ශ්වසනය,['ශ්වසන']
12630,නැගෙනහිරට,"[' නැඟෙනහිරට', 'නැගෙනහිර']"
12631,කර්මාන්තයට,['කර්මාන්තය']
12632,බැරෝ,['රෝ']
12633,මදුරු,"[' දුරු', 'දුරු', '  මරු', '  දුරු', ' මරු', '   මදු', '   මරු']"
12634,තිරිඟු,['තිරි']
12635,සුජාන්,['සුන්']
12636,කොටු,"[' කටු', '   කො', '  කටු', 'කො']"
12637,පාලමක්,['පාලම']
12638,වදන්,"['   දන්', '  දන්', '  වන්', ' දන්', '   වද', 'වන්', ' වද']"
12639,ගල්වලට,['ගල්වල']
12640,කම්බි,['කම්']
12641,වාසල,"['   වාස', ' වාස', '   සල', 'සල', '   වාල', 'වාස', '  සල']"
12642,ලෝහ,"[' ලෝ', '  හලෝ', '  ලහ', ' හලෝ', 'ලෝ']"
12643,හැකියාවයි,['හැකියාව']
12644,අතීතයට,"['  අතයට', 'අතීතය']"
12645,පරාසයක,['පරාසය']
12646,ශාලාවන්,['ශාලාව']
12647,සංරක්ෂණයට,['සංරක්ෂණය']
12648,ගණකාධිකාරිගේ,['ගණකාධිකාරි']
12649,නුවන්,"['  වන', 'වන්']"
12650,විගණනයක්,"['ගණනයක්', 'විගණනය', ' විගණනය']"
12651,බැහැරව,['බැහැර']
12652,කාර්යමණ්ඩලයට,['කාර්යමණ්ඩලය']
12653,ලකුණක්,"[' ලකුණ', 'ලකුණ', 'කුණක්']"
12654,තරගයක්,"[' තරගය', 'තරගය', '   තරගය', ' තරඟයක්']"
12655,දළදා,"['දළ', ' දලදා', '   දලදා', ' දදා', '  දළ']"
12656,අන්තය,['අන්ත']
12657,තුලනය,"['තුලන', 'තුලය', ' තුලන']"
12658,සුවහස්,['සුවහ']
12659,මල්,['මල්']
12660,කිසිඳු,"['කිඳු', '   සිඳු', '  දේශය', ' දේශන', '   කිසි']"
12661,මහවත්ත,['මහවත']
12662,පවත්,"[' පත්ව', '   පව', ' පව', 'වත්', ' පත්', '   පත්']"
12663,නැරඹීමට,['නැරඹීම']
12664,ජනයාට,"['  නයාට', 'ජනයා', ' නයාට', 'ජයාට', ' ජනයා', '  ජනයා']"
12665,ජනයාගේ,"['ජනයා', ' නයාගේ']"
12666,කල්බද්දක්,['කල්බද්ද']
12667,වන්න,"[' වන', 'න්න', 'වන']"
